,description,label
29,🔴 المهندس أسامة العلام من جامعة محمد السادس يصنع جهاز يوضع في اليد و يقوم بتنبيه صاحبه إذا حاول ملامسة وجهه.أسامة يبحث عن تمويل أو شركات للتصنيع و تسويق المنتوج.الشركات المهتمة يمكنها الاتصال بنايمكنكم الانضمام لمجموعة صنع في المغرب للمساهمة بأعمالكم :https://lnkd.in/dHfu4xvCredit mister : Oussama El allamhashtag#7snaye3 hashtag#Morocco hashtag#Coronavirus,1
30,🔴 المهندس أسامة العلام من جامعة محمد السادس يصنع جهاز يوضع في اليد و يقوم بتنبيه صاحبه إذا حاول ملامسة وجهه.أسامة يبحث عن تمويل أو شركات للتصنيع و تسويق المنتوج.الشركات المهتمة يمكنها الاتصال بنايمكنكم الانضمام لمجموعة صنع في المغرب للمساهمة بأعمالكم :https://lnkd.in/dHfu4xvCredit mister : Oussama El allamhashtag#7snaye3 hashtag#Morocco hashtag#Coronavirus,1
31,"Dans leurs langues maternelles ... Messages d'espoir de la part des étudiants africains depuis le campus hashtag#UM6P à Benguerir .... Mauritanie, Burundi, Malawi, Cote d'ivoire, Cameroun, Rwanda, Kenya, Gabon, Nigeria, Tunisia, Madagascar, Senegal, Benin, Egypt, DRC, Benin, Niger ...hashtag#UM6P_sengagehashtag#stay_at_homehashtag#save_the_community🙏",0
32,"I recently had a discussion and want to get the community's feedback. Is this statement true and if so, should we give the cruise industry a bailout? I copied a variety of companies to get their input. Thoughts? Let's respect each other's opinions.""Most major cruise lines that sail out of the United States use a loophole in maritime law that enables them to register their individual ships under foreign flags, including countries such as Liberia, the Bahamas or Panama. The loophole means ships escape higher U.S. taxes as well as more stringent employment and safety laws."" Royal Caribbean Cruises Ltd. Carnival Cruise Line Norwegian Cruise Line Holdings Ltd.Cruise Carreras - Careers on ocean and river cruise ships Disney Cruise Line hashtag#bailout",1
33,"An attempt to gather the data communicated by Moroccan ministry of health and to keep track on the situation of Covid-19 in Morocco. Dashboard created on Tableau Software.Dashboard in french, one day Tableau Software will be in Arabic too hashtag#Tableau hashtag#Dataviz",0
34,"Even during these difficult times, we are still hiring at Paysafe (QA and Software Developers), please visit our careers page (https://lnkd.in/g_K5X3K) to see the details and apply!hashtag#qa hashtag#java hashtag#hiring",1
35,Officiel: 1 mois d'Etat d'urgence sanitaire au Maroc soit du 20/03 au 20/04 !Bon courage à nous tous !hashtag#coronavirusmarochashtag#coronavirushashtag#covid19,0
36,"At your weakest point when you feel there is no hope! Just remember: Miracles dwell in the invisible.Sometimes we cannot control what is happening around us, but we can always stand our ground and choose how to respond.The way you respond shows your true power.""You never know how strong you are, until being strong is your only option"".FEAR has two meaning",1
37,Always pray without stop whatever you religion is !Toujours prier sans arrêt quel que soit votre religion !,0
38,"Bonjour les confinemistes, je suis à la recherche d'un contrôleur de gestion avec minimum 2 ans d'expérience en contrôle de gestion ou avec un back-ground comptable souhaitant évoluant vers un poste en contrôle de gestion. Titulaire d'un bac+5 en finance ou contrôle de gestion, le poste est basé à Casablanca dans le secteur des BTP et construction. Si intéressé, merci de me communiquer votre CV : najat.elhilali@outlook.comP.S. : Entretiens via Zoom ou autre application à distance",1
39,"Today was hashtag#WorldWaterDay. During this period of COVID-19, we are still keeping our sights set on our future achievements and on our ambitions for a better use of water.",0
40,"Le groupe Kering apporte sa contribution à la lutte contre la pandémie de Covid-19 en France. Kering remettra dans les prochains jours aux services de santé français 3 millions de masques chirurgicaux que le Groupe va se procurer en Chine et faire acheminer en France. Les ateliers français des Maisons BALENCIAGA et Saint Laurent se préparent à la fabrication de masques, dans le respect des mesures de protection sanitaire les plus strictes pour leurs collaborateurs, dès lors que les procédés et matières auront été homologués par les autorités compétentes. Dans la perspective d’apporter une réponse durable à la pandémie actuelle, Kering a réalisé une donation financière exceptionnelle à l’Institut Pasteur afin de soutenir la recherche sur le Covid-19. Le 11 mars, en Italie, Kering a fait part d’une donation de soutien à quatre grandes fondations hospitalières en Lombardie, en Vénétie, en Toscane et dans le Latium. Gucci a répondu à l’appel lancé par la Région Toscane pour fournir des masques et des blouses pour le personnel soignant, et pourrait être en mesure de donner 1 100 000 masques et 55 000 blouses dans les semaines à venir sous réserve des autorisations nécessaires. En Chine, Kering et ses Maisons avaient annoncé un don à la Hubei Red Cross Foundation.",0
41,hashtag#skylark hashtag#positivisme hashtag#reconnaissance,1
42,"A voir cette photo, les responsables politiques comprendront mieux à quoi sert une politique de digitalisation des services publics.",0
43,Les limites du télétravail !,1
44,Milan to Venice Source: @mariashotelcheckhashtag#michaeldavid,0
45,hashtag#cornavirus - Mesures prises par le Comité de Veille Économique. Réunion du Jeudi 19 Mars 2020. hashtag#covid19 hashtag#morocco,0
46,"Mon père ce héros, médecin aux urgences de Compiègne est parti trop vite à cause du coronavirus hashtag#restezchezvousPassionné par son travail, il n'a pas pris sa retraite.Laissant derrière lui, une famille qui ne l'oubliera jamais.Un grand merci aux soignants de l'hôpital de Lille qui ont tout essayé.Mais la maladie est extrêmement grave et ne doit pas être pris à la légère.Il revenait de vacances de Madagascar, en pleine forme, mais le covid-19 était plus fort.Et surtout à cause d'une garde de trop.Paix à ton âme.Nous t'aimons très fort.Puisse la grâce de Dieu d'accompagner vers un chemin paisiblePsaume 23:4 "" Quand je marche dans la vallée de l'ombre de la mort, je ne crains aucun mal, car tu es avec moi : ta houlette et ton bâton me rassurent""A ceux qui ont mal pris ce post , c'est un copier/ coller du site de son fils sur facebook car je peux comprendre la douleur extrême de cette famille",0
47,"Dans le cadre d'un AO pour un client grand compte à Rabat, nous sommes à la recherche des profils suivants1. Profil Active Directory et Exchange Server2. Profil DBA et Tuning des bases de données MSSQL3. Profil DBA et Tuning des bases de données Oracle4. Profil Linux/Unix AIX/HP-UX/Clusturing ServiceGuard5. Profil Sécurité Windows/Unix6. Profil System Center Configuration Manager (SCCM)7. Profil System Center Operations Manager (SCOM)8. Profil EPM (Microsoft Project Server)9. Profil Cloud VMware/Hyper-V/Azure10. Profil ITILEn cas d'intérêt, prière d'envoyer à jobs@homsys.ma votre CV, TJM et une copie de diplôme",1
48,"Dans le cadre du confinement, et pour la sécurité de nos chers clients, nous vous invitons à profiter des services du CIH BANK assurés à travers le DIGITAL : Ouverture de compte en ligne sans déplacement en agence et avec la possibilité de choisir le design de votre carte guichet CODE 30 (https://www.code30.ma/).La gestion de votre compte à distance 24h/24 et 7j/7 à travers ""CIH MOBILE"" et ""CIH ONLINE"" (Consultation du solde et des opérations, demande du RIB et du chéquier, virements, gestion des cartes guichet, paiement des factures et recharges téléphoniques.Simulation de vos crédits ainsi que de vos projets de financement.Et en cas de besoin n'hésitez de contacter votre conseiller ou d'appeler le service d'assistance clientèle sur le N° 4747.Ainsi, nous tenons à vous informer chers clients que la disponibilité des fonds est assurée à tout moment dans nos guichets automatiques. Excellente initiativehashtag#stay_safe",1
49,we learn during confinement today i built my first BOT with AutomationAnywhere hashtag#AUTMATIONANYWHERE hashtag#RPA hashtag#BOTDEVELOPER,1
50,As promised 8:30 pm !! for all those who risk their lives to save ours 🙏🏻🙏🏻🙏🏻🙏🏻 hashtag#flashyourlightseverynight,0
51,🚨 Les nouveaux tableaux de bord des managers,1
52,La plate forme eMatin.ma en ACCES LIBREpendant la période de confinement 👍👍👍,1
53,"Comment Doctolib aide les professionnels de santé et les patients durant cette crise sanitaire : le cofondateur de Doctolib, Stanislas Niox-Chateau fait le bilan de la première semaine de confinement. hashtag#covid19france",0
54,"Suite aux mesures imposées par les autorités pour faire face à la propagation du COVID19, les services de livraison de Food On Demand sont suspendus jusqu'à nouvel ordre et ce, sur Marrakech et Casablanca.Toutefois, une action a été lancé depuis ce matin sur Twitter qui nous a permis de recevoir 110 000 Dhs de commandes, cet argent sera utilisé exclusivement pour la livraison du personnel de santé au niveau des CHU de Marrakech et Casablanca ainsi que le CHR de Marrakech et Casablanca où sont pris en charge les patients testés positifs au COVID19, SAMU Casablanca ainsi que tout le corps médical mobilisé durant cette grave épreuve.90 repas ont étés livrés ce midi, et 128 sont programmés ce soir.Nous avons de quoi livrer en moyenne 180 repas par jour entre Marrakech et Casablanca pendant les 2 prochaines semaines. <3Merci pour votre générosité.",1
55,١٤ سنة على اطلاق تويتر ‏Cc الناس اللي عايزين يعملوا ستارت اب ينجح في يومين 😂,1
56,Le capitalisme sauvage est trop loin de soutenir l'humanité pendant les crises... soutien pour le peuple italien ✌️,0
57,"Sound advice from a great colleague, friend, and yogi - “breathe through it, whether it’s a pose or a challenge in life...” hashtag#yoga hashtag#namaste",0
58,hashtag#خليكـ فداركhashtag#تا تفوت هاد الازمةنكونوا مسؤولين عن سلامتنا و سلامة,0
59,"Cher réseau, cher team salesforce, Compte tenue de la situation en France et dans le Monde. C’est avec grande émotion que je vous annonce que mon aventure avec Mason Frank International s’est terminé hier (merci Mister Corona 😅)Je pense que je peux dire avoir vécu une belle aventure avec ma team et mes candidats. J’ai pu rester moi-même, même avec mes clients et c’est plutôt rare dans un boulot de sales. Je vous tiendrais informé sur mes futures projets. Le plus important aujourd’hui est de rester près de ses proches. Mais restez connecté on ne sait pas de quoi l’avenir est fait 😉",0
60,hashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother,0
61,"Bravo Magimix Chères Clientes, chers Clients, Magimix est SOLIDAIRE des Français et du personnel soignant grâce à ses AMBASSADEURS INFLUENCEURS qui vont proposer des contenus recettes, astuces, organisation autour de la cuisine,''fait maison'' pendant toute la durée du confinement.Suivez nos ambassadeurs avec le hashtag#HomeFoodMagimix ! Ils offriront des codes de réduction de 10% à valoir sur la boutique Magimix et 10% du chiffre d'affaires sera reversé à la fondation des Hopitaux de France. Toutes les mesures sanitaires sont prises dans nos entrepôts afin de garantir votre protection et celle de nos collaborateurs lors de la préparation et l’expédition de vos commandes. La cuisine réchauffe les cœurs ❤hashtag#HomeFoodMagimix",0
62,"hashtag#urgente hashtag#madrid Si conocéis a alguien que tenga el grado superior de anatomia patológica o de laboratorio, que envíe un correo a voluntarios.coronavirus@ucm.es , van a montar un laboratorio para análisis de covid19 y buscan gente que tenga algo de idea en procesamiento de muestras. Gracias.Tecnicos de Microinformatica (pc, portatiles, impresoras) para atender diversos turnos en el nuevo hospital que se esta montando en Ifema... si conoceis a alguien que necesite trabajar, tenga experiencia y disponibilidad inmediata... dadles mi telefono (675454792) o mi correo (myuste@gruposolutio.com)... y les doy todos los detalles... es urgente... mañana estare trabajando... incorporacion el lunes... a mas tardar el martes... un saludo y gracias por compartir!",0
63,"Hi guys! Some support, tips and love ❤️ We are all in the same boat ... let’s keep rowing together. Preferable into the right right direction 🙏hashtag#covid hashtag#corona hashtag#cornavirus hashtag#igorbeuker hashtag#keynotespeaker",0
64,Que naîtra-t-il ?,0
65,"Cela se paiera au prix fort bientôt ""C'était comme les retrouvailles du 15 août"" : l'exode massif des citadins à l'heure du confinement ne passe pas inaperçu",0
66,"Dear Network,I'am looking for a dataset of the state of patients who have been infected by covid-19 and its symptoms.hashtag#datascience hashtag#dataset hashtag#covid_19",0
67,hashtag#عاجل : لكل من يمكنه المساعدة في تأمين أبسط وسائل الوقاية الطبية hashtag#كوروناhashtag#covid_19 hashtag#coronavirus hashtag#Dj_dz hashtag#LinkedIn hashtag#dz hashtag#Algerie hashtag#Algeria hashtag#muslims hashtag#Alger hashtag#muslim hashtag#sunnah hashtag#islam,0
68,"CoronaStory #2 • 18/03------Corona alluma son ordi. Le virus lança Zoom.Ce mercredi 18 mars était un jour important, une date-clé comme disaient les Humains. Ils les avaient tellement étudiés ces derniers temps que parfois le virus se demandait s'il n'allait pas le devenir : humain.Il regarda sa courbe et ses +33% de croissance quotidienne. Puis sa progression sur la Map Monde. Ouf ! Devenir Humain ? Pas pour aujourd'hui.Comment faire mieux qu'Ebola et ses 10 000 morts ? Battre le record de 1918 ? Eviter les erreurs de son cousin ?C'était son obsession depuis longtemps.Oui, il avait eu le temps. Observer les Humains ? Un temps plein. Leurs avions. Leur mondialisation comme ils disaient. Leur frénésie de voyages.Corona avait même embauché des stagiaires : Bill Gates avait fait un TED et pronostiquait dès 2015 une Pandémie mondiale. Pourvu que les gens ne le croient pas ! Corona avait du infiltrer Melinda de l'homme qui lisait 17 livres par jour. Mais c'était une autre histoire !Ca y est : connectés ! Grippe 1918. Ebola. SRAS.Insolent, Grippe A, tentait sa chance lui aussi. Corona appuya sur la croix rouge ❌ non GrippeA était trop nul, refusé.(....)",0
69,hashtag#covid19 hashtag#coronavirus hashtag#maroc,0
70,CoVid-19Bot : Chatbot Marocain permet de recueillir des informations importantes sur le CoVid-19.hashtag#DataScience hashtag#AI hashtag#Chatbot hashtag#DeepLearning hashtag#NLPhashtag#بقى_فدارك_حمي_راسك_وحمي_بلادك#hashtag#Stay_at_home,0
71,"Je suis très émue de voir la solidarité des Algériens. j'ai envie de partager avec vous un message que j""ai reçu d'une jeune stagiaire de 25 ans de Skikda que j'ai recruté il n y a pas longtemps, qui répond à mes appels de dons pour la production du gel hydroalcoolique, proposé gratuitement par monsieur hashtag#Hichem Issiakhem. lisez moi ça, moi en tout cas, ça me donne de l espoir.",0
72,See how the utilities & energy industry use MATLAB & Simulink hashtag#machinelearning hashtag#deeplearning hashtag#matlabinthemiddleeasthttps://lnkd.in/defEcNP,0
73,"S'isoler présente son lots de défis.À travers mon expérience personnelle d'isolement pendant 3 mois en 2012 pour combattre une leucémie aggressive, j'espère vous donner une perspective positive qui permettra de relativiser un peu la situation.",0
74,"Presenting COVID-19 Detectorhashtag#COVID_19_Detector is a Web Application Developed by hashtag#ME and built for Doctors to find out whom to test for the infection first under a limited testing capacity by finding out the probability of a person having the infection.The Objective is to Stop the transmission by prioritizing tests and hence detecting the cases quickly.The hashtag#Web_App is a dashboard developed in Flask (Python), HTML, Bootstrap/CSS and using hashtag#Machine_Learning. The portal is live.To aid people by providing them knowledge through a Web Application has not been done yet.Submitted my project in hashtag#COVID_19_Solution_Challenge (By Government of India) and hashtag#HACKSAGON_2020. Excited for the results.Launch COVID-19 Detector: https://lnkd.in/gaHmpCNCOVID-19 Detector GitHub Repository: https://lnkd.in/gPC9ZqmPlease do drop a like, share your reviews and do share this post as much as possible.hashtag#flask hashtag#python hashtag#latesttrends hashtag#Coronavirus hashtag#datascience hashtag#probability hashtag#completed hashtag#first",0
75,https://lnkd.in/dr9R272,0
76,hashtag#BigData,0
77,*Bank Alfalah Management Trainee Program 2020 | Alfa Lead 2020*All Undergraduate Graduate students from all over the country are eligible to apply for Alfa Lead 2020.*Gender*: Male/Female*Position Offered*: Management Trainee Officer*Fields*: Candidates from almost any field can apply*Trainee Type*: Paid*Application Deadline*: 30th March 2020*Application Link*: https://bit.ly/3dmVfLKhashtag#mustakbilcorner hashtag#mustakbilcornerofficial hashtag#BankAlfalah hashtag#BankAlfalahManagementTrainee hashtag#AlfaLead2020 hashtag#AlfalahMTOProgram hashtag#Bachelors hashtag#Masters hashtag#pleaseshare hashtag#helpeachother,1
78,"Connaissez vous la proxémie ? En psychologie sociale c’est l’étude de la distance qui nous sépare d’autrui en fonction de notre culture et de notre degré d’affinité. J’accepte que ma compagne entre dans mon espace intime (moins de 40cm). Lorsque je donne une conférence j’ai besoin qu’on respecte un espace d’au moins 3,70m (la distance sociale). Durant ces temps de confinement il est fort probable que la promiscuité imposée crée des ruptures de la proxémie. En effet même nos proches peuvent nous sembler oppressants si on ne retrouve pas de temps à autres de l’espace intime et cela peut générer une forte agressivité. Pour y remédier je vous invite à vous isoler dans un coin de la maison pour une heure ou deux, sans personne à moins d’1,20m (la distance personnelle). Ainsi vous sentirez votre stress redescendre et votre agressivité chuter. Nous avons beau être des animaux évolués, nous n’en gardons pas moins un comportement territorial et il est parfois essentiel de s’éloigner pour mieux se rapprocher. hashtag#psychologie hashtag#qvt hashtag#confinement",0
79,“Every crisis brings out the best in people—and brings the best leaders to the foreground.”hashtag#coronavirus hashtag#covid19 hashtag#leadership hashtag#hospitalityjobs hashtag#humanresources hashtag#hr4u,0
80,Officiel: 1 mois d'Etat d'urgence sanitaire au Maroc soit du 20/03 au 20/04 !Bon courage à nous tous !hashtag#coronavirusmarochashtag#coronavirushashtag#covid19,0
81,"Sometimes we treat IT and Systems like we do government, you tend to not realize the work and effort that goes into it. During the last 2 weeks, the team responsible for transitioning the entire dneg Montreal office to remote work has been nothing but extraordinary. A big heartfelt thank you for working that hard in these strange times. hashtag#dneg hashtag#montreal hashtag#remotework hashtag#thankyou",0
82,Hate having your notebooks filled with returned items from matplotlib? Add a semicolon to the end to suppress the output.,0
83,"Meet the ""Future of Work"" Artificial Intelligence-driven digital weeder. AI-enabled robotics are poised to take over simple, repetitive tasks enabling people to focus on mind-intensive work.hashtag#AI hashtag#ML hashtag#futurism hashtag#IntelligenceFactory hashtag#digitaltransformation hashtag#dx",0
84,Being laid off is difficult during the best of times but job searching during this global pandemic takes things to a whole new level. Getting creative and promoting yourself beyond just a resume is necessary and Aaron Gregory’s recent post is a wonderful way to connect with others and broaden his network. Check it out and please share!,0
85,https://lnkd.in/dV2YeKX,0
86,"Les PCA n’ont jamais été autant au cœur des préoccupations des entreprises. Déroulés en un temps record grâce à une énorme mobilisation des équipes, ils démontrent à quel point nos organisations sont agiles et mettent aux centres de leurs préoccupations la sécurité de leurs collaborateurs et celle de leurs clients.Si cette crise sanitaire nous a éloignée physiquement pendant un temps de nos équipes, elle aura le mérite de mieux nous réunir autour d’une solidarité sans faille et renforcer notre cohésion et capacité d’adaptation. Merci à toutes les entités support qui œuvrent dans l’ombre pour assurer notre sécurité, notre confort et mettre à notre disposition les outils nécessaires pour nous permettre de là où nous sommes, au “front” où au “back” de continuer toujours avec le même engagement à travailler sereinement.hashtag#Engagés hashtag#Solidaires hashtag#ResponsablesBMCI Groupe BNP Paribas",0
